Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2018,San Juan,WA,Truck,0,0,0,5912,5912,0.00
August 31 2018,Walla Walla,WA,Passenger,35,48,83,36597,36680,0.23
August 31 2018,Saint Clair,IL,Passenger,0,1,1,160,161,0.62
May 31 2018,Santa Clara,CA,Passenger,7,0,7,374,381,1.84
September 30 2018,Columbia,GA,Passenger,1,1,2,163,165,1.21
May 31 2018,Marin,CA,Passenger,1,0,1,54,55,1.82
January 31 2018,Nassau,NY,Passenger,1,0,1,34,35,2.86
July 31 2018,Grant,WA,Passenger,35,51,86,65120,65206,0.13
September 30 2018,Cowlitz,WA,Truck,0,0,0,29426,29426,0.00
May 31 2018,Shelby,TN,Passenger,0,1,1,111,112,0.89
August 31 2018,Washtenaw,MI,Passenger,1,0,1,34,35,2.86
January 31 2018,New Castle,DE,Passenger,1,0,1,26,27,3.70
July 31 2018,Gwinnett,GA,Passenger,0,1,1,83,84,1.19
May 31 2018,Mason,WA,Passenger,97,95,192,46634,46826,0.41
August 31 2018,Whatcom,WA,Passenger,701,337,1038,150763,151801,0.68
January 31 2018,Northampton,PA,Passenger,0,1,1,69,70,1.43
August 31 2018,Whitman,WA,Truck,0,0,0,8779,8779,0.00
September 30 2018,Dale,AL,Passenger,0,1,1,65,66,1.52
September 30 2018,Dekalb,IN,Passenger,1,0,1,1,2,50.00
May 31 2018,Miami-Dade,FL,Passenger,0,1,1,112,113,0.88
August 31 2018,Tarrant,TX,Passenger,1,0,1,202,203,0.49
July 31 2018,Island,WA,Passenger,221,204,425,63778,64203,0.66
September 30 2018,District Of Columbia,DC,Passenger,0,4,4,208,212,1.89
August 31 2018,Thurston,WA,Passenger,685,551,1236,197535,198771,0.62
July 31 2018,Island,WA,Truck,0,0,0,21554,21554,0.00
September 30 2018,Douglas,NE,Passenger,0,1,1,67,68,1.47
July 31 2018,Jackson,OK,Passenger,1,0,1,40,41,2.44
May 31 2018,Tulsa,OK,Passenger,0,1,1,43,44,2.27
August 31 2018,Walla Walla,WA,Truck,0,0,0,13977,13977,0.00
September 30 2018,Asotin,WA,Truck,0,0,0,6854,6854,0.00
September 30 2018,Ferry,WA,Passenger,2,2,4,4594,4598,0.09
July 31 2018,Jefferson,WA,Truck,0,0,0,9843,9843,0.00
January 31 2018,Pend Oreille,WA,Truck,0,0,0,5929,5929,0.00
May 31 2018,Moore,NC,Passenger,0,1,1,199,200,0.50
May 31 2018,Volusia,FL,Passenger,0,1,1,31,32,3.12
July 31 2018,Juneau,AK,Passenger,0,1,1,41,42,2.38
July 31 2018,Kent,DE,Passenger,0,1,1,72,73,1.37
September 30 2018,NULL,CA,Passenger,1,1,2,286,288,0.69
September 30 2018,Broward,FL,Passenger,0,1,1,131,132,0.76
January 31 2018,Kitsap,WA,Passenger,782,419,1201,180269,181470,0.66
July 31 2018,Kitsap,WA,Truck,1,0,1,54810,54811,0.00
September 30 2018,Grant,WA,Truck,0,0,0,27111,27111,0.00
September 30 2018,Caddo,LA,Passenger,1,1,2,22,24,8.33
September 30 2018,Grays Harbor,WA,Truck,0,0,0,20930,20930,0.00
September 30 2018,Allegheny,PA,Passenger,1,0,1,73,74,1.35
September 30 2018,Carson City,NV,Passenger,1,0,1,11,12,8.33
July 31 2018,Kootenai,ID,Passenger,0,1,1,204,205,0.49
May 31 2018,Pima,AZ,Passenger,0,1,1,390,391,0.26
May 31 2018,Polk,FL,Passenger,1,0,1,65,66,1.52
September 30 2018,Clackamas,OR,Passenger,0,1,1,204,205,0.49
July 31 2018,Lincoln,WA,Truck,0,0,0,4717,4717,0.00
July 31 2018,Los Angeles,CA,Passenger,8,4,12,1132,1144,1.05
September 30 2018,Cook,IL,Passenger,1,0,1,246,247,0.40
September 30 2018,Cumberland,NC,Passenger,0,1,1,553,554,0.18
July 31 2018,Marin,CA,Passenger,1,0,1,53,54,1.85
September 30 2018,Bryan,GA,Passenger,1,0,1,60,61,1.64
January 31 2018,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
May 31 2018,Saint Lucie,FL,Passenger,1,0,1,24,25,4.00
September 30 2018,Kittitas,WA,Passenger,59,35,94,29889,29983,0.31
September 30 2018,Klamath,OR,Passenger,1,0,1,25,26,3.85
July 31 2018,Montgomery,MD,Passenger,1,3,4,289,293,1.37
June 30 2018,Bexar,TX,Passenger,2,4,6,734,740,0.81
January 31 2018,Mason,WA,Truck,0,0,0,20387,20387,0.00
September 30 2018,Duval,FL,Passenger,1,1,2,376,378,0.53
September 30 2018,Lane,OR,Passenger,0,1,1,175,176,0.57
July 31 2018,Nassau,NY,Passenger,2,0,2,33,35,5.71
September 30 2018,Ferry,WA,Truck,0,0,0,3762,3762,0.00
July 31 2018,Pacific,WA,Truck,0,0,0,7828,7828,0.00
July 31 2018,Palm Beach,FL,Passenger,0,1,1,74,75,1.33
January 31 2018,Wahkiakum,WA,Truck,0,0,0,1735,1735,0.00
July 31 2018,Pima,AZ,Passenger,0,1,1,387,388,0.26
September 30 2018,Maricopa,AZ,Passenger,2,1,3,1393,1396,0.21
September 30 2018,Marion,IN,Passenger,1,0,1,119,120,0.83
January 31 2018,Walla Walla,WA,Passenger,30,33,63,36200,36263,0.17
September 30 2018,Garfield,WA,Passenger,1,1,2,1356,1358,0.15
July 31 2018,Polk,FL,Passenger,1,0,1,65,66,1.52
September 30 2018,Maui,HI,Passenger,1,0,1,53,54,1.85
September 30 2018,Dekalb,GA,Passenger,1,0,1,74,75,1.33
January 31 2018,Montgomery,TN,Passenger,1,0,1,260,261,0.38
September 30 2018,Muscogee,GA,Passenger,0,1,1,198,199,0.50
June 30 2018,Chelan,WA,Passenger,113,55,168,54863,55031,0.31
June 30 2018,Chelan,WA,Truck,0,0,0,22552,22552,0.00
September 30 2018,New Castle,DE,Passenger,1,0,1,27,28,3.57
May 31 2018,Thurston,WA,Passenger,627,499,1126,195934,197060,0.57
September 30 2018,Franklin,WA,Truck,0,0,0,19554,19554,0.00
July 31 2018,San Francisco,CA,Passenger,1,1,2,119,121,1.65
May 31 2018,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
September 30 2018,Fresno,CA,Passenger,1,0,1,186,187,0.53
January 31 2018,Nueces,TX,Passenger,1,1,2,102,104,1.92
September 30 2018,Orange,FL,Passenger,2,1,3,167,170,1.76
July 31 2018,Saratoga,NY,Passenger,0,1,1,60,61,1.64
June 30 2018,Clark,WA,Truck,0,0,0,81460,81460,0.00
September 30 2018,Gallatin,MT,Passenger,0,1,1,57,58,1.72
January 31 2018,Orange,CA,Passenger,3,1,4,589,593,0.67
September 30 2018,Garfield,WA,Truck,0,0,0,997,997,0.00
June 30 2018,Clay,FL,Passenger,0,1,1,92,93,1.08
September 30 2018,Pend Oreille,WA,Truck,0,0,0,6015,6015,0.00
January 31 2018,Orleans,LA,Passenger,0,1,1,50,51,1.96
September 30 2018,Kitsap,WA,Passenger,916,518,1434,182603,184037,0.78
July 31 2018,Skamania,WA,Passenger,15,9,24,8891,8915,0.27
February 28 2018,Adams,WA,Truck,0,0,0,5382,5382,0.00
May 31 2018,Walla Walla,WA,Truck,0,0,0,13883,13883,0.00
July 31 2018,Spokane,WA,Passenger,383,353,736,310743,311479,0.24
September 30 2018,San Diego,CA,Passenger,6,4,10,2617,2627,0.38
July 31 2018,Walla Walla,WA,Passenger,35,44,79,36478,36557,0.22
September 30 2018,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
July 31 2018,Walla Walla,WA,Truck,0,0,0,13948,13948,0.00
September 30 2018,Jefferson,WA,Passenger,164,105,269,25136,25405,1.06
February 28 2018,Benton,WA,Passenger,187,188,375,133379,133754,0.28
September 30 2018,San Juan,WA,Truck,0,0,0,5967,5967,0.00
January 31 2018,Prince George,VA,Passenger,0,1,1,77,78,1.28
June 30 2018,Cowlitz,WA,Passenger,68,84,152,73177,73329,0.21
June 30 2018,NULL,CA,Passenger,1,1,2,303,305,0.66
February 28 2018,Bexar,TX,Passenger,2,2,4,781,785,0.51
June 30 2018,NULL,WA,Truck,0,0,0,3,3,0.00
September 30 2018,Kent,DE,Passenger,0,1,1,73,74,1.35
September 30 2018,Shelby,TN,Passenger,0,1,1,110,111,0.90
June 30 2018,Adams,WA,Truck,0,0,0,5395,5395,0.00
September 30 2018,Kittitas,WA,Truck,0,0,0,14614,14614,0.00
July 31 2018,Whatcom,WA,Passenger,686,334,1020,150542,151562,0.67
September 30 2018,Kootenai,ID,Passenger,0,1,1,199,200,0.50
July 31 2018,Whitman,WA,Passenger,20,30,50,23138,23188,0.22
June 30 2018,Allegheny,PA,Passenger,1,0,1,72,73,1.37
September 30 2018,Skagit,WA,Passenger,256,191,447,92741,93188,0.48
September 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
September 30 2018,Snohomish,WA,Passenger,2669,1428,4097,533658,537755,0.76
June 30 2018,Douglas,WA,Truck,0,0,0,12320,12320,0.00
June 30 2018,Arlington,VA,Passenger,1,2,3,167,170,1.76
September 30 2018,Moore,NC,Passenger,0,1,1,199,200,0.50
June 30 2018,El Paso,TX,Passenger,1,0,1,534,535,0.19
August 31 2018,Ada,ID,Passenger,0,2,2,297,299,0.67
August 31 2018,Alameda,CA,Passenger,0,1,1,330,331,0.30
September 30 2018,Madison,ID,Passenger,1,0,1,36,37,2.70
September 30 2018,Virginia Beach City,VA,Passenger,1,1,2,677,679,0.29
June 30 2018,Benton,WA,Truck,0,0,0,42343,42343,0.00
September 30 2018,Nueces,TX,Passenger,1,1,2,96,98,2.04
January 31 2018,Santa Rosa,FL,Passenger,1,0,1,95,96,1.04
September 30 2018,Wahkiakum,WA,Truck,0,0,0,1743,1743,0.00
June 30 2018,Fulton,GA,Passenger,1,1,2,90,92,2.17
February 28 2018,Chelan,WA,Passenger,95,40,135,54624,54759,0.25
September 30 2018,Mecklenburg,NC,Passenger,1,0,1,80,81,1.23
September 30 2018,Washtenaw,MI,Passenger,1,0,1,33,34,2.94
June 30 2018,Grant,WA,Passenger,33,49,82,65030,65112,0.13
June 30 2018,Grays Harbor,WA,Passenger,62,64,126,47582,47708,0.26
September 30 2018,Monterey,CA,Passenger,0,2,2,204,206,0.97
February 28 2018,Clallam,WA,Passenger,116,107,223,50347,50570,0.44
February 28 2018,Clay,FL,Passenger,0,1,1,98,99,1.01
September 30 2018,Prince George,VA,Passenger,0,1,1,76,77,1.30
October 31 2018,Adams,WA,Passenger,5,5,10,13113,13123,0.08
June 30 2018,Hamilton,IN,Passenger,1,0,1,40,41,2.44
September 30 2018,Palm Beach,FL,Passenger,0,1,1,77,78,1.28
June 30 2018,Hardin,KY,Passenger,0,1,1,122,123,0.81
August 31 2018,Clark,NV,Passenger,1,1,2,695,697,0.29
June 30 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
October 31 2018,Benton,WA,Passenger,207,226,433,135095,135528,0.32
August 31 2018,Cochise,AZ,Passenger,0,1,1,123,124,0.81
June 30 2018,Clallam,WA,Truck,0,0,0,22036,22036,0.00
September 30 2018,Santa Fe,NM,Passenger,0,1,1,40,41,2.44
August 31 2018,Columbia,GA,Passenger,1,1,2,166,168,1.19
June 30 2018,Island,WA,Truck,0,0,0,21527,21527,0.00
August 31 2018,Cowlitz,WA,Truck,0,0,0,29437,29437,0.00
September 30 2018,San Juan,WA,Passenger,163,70,233,14512,14745,1.58
October 31 2018,Clallam,WA,Passenger,144,126,270,51200,51470,0.52
September 30 2018,San Mateo,CA,Passenger,1,1,2,136,138,1.45
August 31 2018,Dale,AL,Passenger,0,1,1,65,66,1.52
February 28 2018,Douglas,WA,Truck,0,0,0,12186,12186,0.00
October 31 2018,Columbia,WA,Truck,0,0,0,1589,1589,0.00
September 30 2018,Stevens,WA,Passenger,15,30,45,32618,32663,0.14
June 30 2018,Kent,MI,Passenger,0,1,1,25,26,3.85
June 30 2018,Dallas,TX,Passenger,0,1,1,176,177,0.56
September 30 2018,Snohomish,WA,Truck,1,0,1,125671,125672,0.00
August 31 2018,Dekalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2018,Deschutes,OR,Passenger,2,0,2,145,147,1.36
June 30 2018,King,WA,Passenger,13622,5943,19565,1392570,1412135,1.39
October 31 2018,Dakota,MN,Passenger,0,1,1,30,31,3.23
September 30 2018,Stevens,WA,Truck,0,0,0,19480,19480,0.00
June 30 2018,Dekalb,GA,Passenger,1,0,1,76,77,1.30
June 30 2018,Klickitat,WA,Passenger,28,32,60,15538,15598,0.38
September 30 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
June 30 2018,Klickitat,WA,Truck,0,0,0,8406,8406,0.00
August 31 2018,El Paso,CO,Passenger,2,1,3,747,750,0.40
September 30 2018,Thurston,WA,Truck,0,0,0,56111,56111,0.00
October 31 2018,Duval,FL,Passenger,1,1,2,376,378,0.53
January 31 2018,Yakima,WA,Passenger,73,83,156,167363,167519,0.09
August 31 2018,El Paso,TX,Passenger,1,0,1,522,523,0.19
February 28 2018,Fulton,GA,Passenger,1,1,2,96,98,2.04
September 30 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
June 30 2018,Larimer,CO,Passenger,0,1,1,48,49,2.04
September 30 2018,Utah,UT,Passenger,0,1,1,131,132,0.76
February 28 2018,Ada,ID,Passenger,0,2,2,332,334,0.60
October 31 2018,Ferry,WA,Truck,0,0,0,3758,3758,0.00
February 28 2018,Alameda,CA,Passenger,0,1,1,354,355,0.28
June 30 2018,Lewis,WA,Passenger,86,68,154,58980,59134,0.26
October 31 2018,Flathead,MT,Passenger,1,0,1,49,50,2.00
August 31 2018,Ferry,WA,Passenger,2,2,4,4599,4603,0.09
October 31 2018,Franklin,WA,Passenger,43,68,111,60006,60117,0.18
September 30 2018,Washington,OR,Passenger,0,1,1,440,441,0.23
August 31 2018,Fresno,CA,Passenger,1,0,1,190,191,0.52
February 28 2018,Hamilton,IN,Passenger,1,0,1,46,47,2.13
June 30 2018,Franklin,WA,Truck,0,0,0,19360,19360,0.00
June 30 2018,Frederick,MD,Passenger,0,1,1,90,91,1.10
August 31 2018,Garfield,OK,Passenger,1,0,1,17,18,5.56
September 30 2018,Yakima,WA,Passenger,78,101,179,168711,168890,0.11
September 30 2018,Yakima,WA,Truck,0,0,0,61100,61100,0.00
October 31 2018,NULL,WA,Truck,0,0,0,4,4,0.00
June 30 2018,Gallatin,MT,Passenger,0,1,1,58,59,1.69
August 31 2018,Grant,WA,Truck,0,0,0,27031,27031,0.00
October 31 2018,Benton,WA,Truck,0,0,0,42704,42704,0.00
August 31 2018,Grays Harbor,WA,Truck,0,0,0,20922,20922,0.00
October 31 2018,Jefferson,CO,Passenger,0,1,1,65,66,1.52
October 31 2018,Brevard,FL,Passenger,0,1,1,82,83,1.20
October 31 2018,Beaufort,SC,Passenger,1,0,1,31,32,3.12
February 28 2018,Island,WA,Truck,0,0,0,21479,21479,0.00
October 31 2018,Kent,MI,Passenger,0,1,1,23,24,4.17
October 31 2018,Charles,MD,Passenger,0,1,1,81,82,1.22
October 31 2018,King,WA,Truck,8,1,9,187858,187867,0.00
June 30 2018,Oklahoma,OK,Passenger,0,1,1,121,122,0.82
February 28 2018,Jefferson,CO,Passenger,0,1,1,74,75,1.33
October 31 2018,Chelan,WA,Truck,0,0,0,22729,22729,0.00
February 28 2018,Chelan,WA,Truck,0,0,0,22404,22404,0.00
October 31 2018,Clallam,WA,Truck,0,0,0,22142,22142,0.00
October 31 2018,Lewis,WA,Truck,0,0,0,26472,26472,0.00
June 30 2018,Pima,AZ,Passenger,0,1,1,386,387,0.26
February 28 2018,Kent,MI,Passenger,0,1,1,33,34,2.94
October 31 2018,Chelan,WA,Passenger,127,60,187,55167,55354,0.34
June 30 2018,Polk,FL,Passenger,1,0,1,66,67,1.49
February 28 2018,Clark,NV,Passenger,1,1,2,709,711,0.28
June 30 2018,Kent,DE,Passenger,0,1,1,72,73,1.37
October 31 2018,Clark,WA,Passenger,1259,852,2111,316143,318254,0.66
February 28 2018,Klickitat,WA,Passenger,28,29,57,15360,15417,0.37
October 31 2018,Clark,WA,Truck,0,0,0,81915,81915,0.00
June 30 2018,Kittitas,WA,Truck,0,0,0,14574,14574,0.00
October 31 2018,Clay,FL,Passenger,0,1,1,90,91,1.10
June 30 2018,Prince William,VA,Passenger,0,4,4,257,261,1.53
October 31 2018,Manatee,FL,Passenger,1,0,1,33,34,2.94
October 31 2018,Marion,OR,Passenger,1,0,1,106,107,0.93
June 30 2018,Kootenai,ID,Passenger,0,1,1,205,206,0.49
October 31 2018,Denver,CO,Passenger,1,0,1,124,125,0.80
August 31 2018,Manassas City,VA,Passenger,0,1,1,9,10,10.00
August 31 2018,Marion,IN,Passenger,1,0,1,119,120,0.83
February 28 2018,Columbia,GA,Passenger,1,1,2,164,166,1.20
October 31 2018,Cowlitz,WA,Passenger,82,98,180,73527,73707,0.24
June 30 2018,Latah,ID,Passenger,0,1,1,73,74,1.35
June 30 2018,Saint Clair,IL,Passenger,0,1,1,159,160,0.62
February 28 2018,Cowlitz,WA,Truck,0,0,0,29123,29123,0.00
June 30 2018,Liberty,GA,Passenger,1,0,1,149,150,0.67
October 31 2018,Douglas,WA,Passenger,48,32,80,28479,28559,0.28
October 31 2018,Douglas,WA,Truck,0,0,0,12430,12430,0.00
June 30 2018,San Francisco,CA,Passenger,1,1,2,125,127,1.57
August 31 2018,New Castle,DE,Passenger,1,0,1,26,27,3.70
October 31 2018,Montgomery,PA,Passenger,2,0,2,25,27,7.41
October 31 2018,Montgomery,TX,Passenger,1,0,1,51,52,1.92
October 31 2018,Fairfax,VA,Passenger,1,3,4,793,797,0.50
August 31 2018,Okanogan,WA,Passenger,1,5,6,6414,6420,0.09
February 28 2018,Mason,WA,Passenger,86,84,170,46172,46342,0.37
October 31 2018,Multnomah,OR,Passenger,3,5,8,747,755,1.06
October 31 2018,Glacier,MT,Passenger,0,1,1,4,5,20.00
February 28 2018,Dale,AL,Passenger,0,1,1,71,72,1.39
August 31 2018,Orange,FL,Passenger,2,1,3,169,172,1.74
June 30 2018,Madison,ID,Passenger,1,0,1,38,39,2.56
October 31 2018,Nassau,NY,Passenger,2,0,2,31,33,6.06
June 30 2018,Skamania,WA,Truck,0,0,0,4140,4140,0.00
October 31 2018,Grays Harbor,WA,Passenger,71,71,142,48205,48347,0.29
February 28 2018,Dekalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2018,Spokane,WA,Passenger,376,349,725,309917,310642,0.23
October 31 2018,Grant,WA,Passenger,35,55,90,65729,65819,0.14
February 28 2018,Miami-Dade,FL,Passenger,0,1,1,116,117,0.85
February 28 2018,Deschutes,OR,Passenger,1,0,1,166,167,0.60
June 30 2018,Spokane,WA,Truck,1,0,1,95981,95982,0.00
June 30 2018,Marin,CA,Passenger,1,0,1,53,54,1.85
October 31 2018,Hamilton,IN,Passenger,1,0,1,42,43,2.33
October 31 2018,Island,WA,Passenger,259,224,483,64217,64700,0.75
June 30 2018,Tarrant,TX,Passenger,1,0,1,207,208,0.48
October 31 2018,Pierce,WA,Truck,0,0,0,143044,143044,0.00
February 28 2018,El Paso,CO,Passenger,2,0,2,774,776,0.26
October 31 2018,Island,WA,Truck,0,0,0,21691,21691,0.00
October 31 2018,Hardin,KY,Passenger,0,1,1,119,120,0.83
February 28 2018,El Paso,TX,Passenger,1,0,1,546,547,0.18
August 31 2018,San Diego,CA,Passenger,6,4,10,2629,2639,0.38
June 30 2018,Thurston,WA,Passenger,653,513,1166,196505,197671,0.59
August 31 2018,San Juan,WA,Passenger,156,68,224,14489,14713,1.52
August 31 2018,San Juan,WA,Truck,0,0,0,5956,5956,0.00
October 31 2018,Riverside,CA,Passenger,0,2,2,672,674,0.30
August 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
June 30 2018,Ventura,CA,Passenger,0,2,2,326,328,0.61
October 31 2018,King,WA,Passenger,15492,6501,21993,1396600,1418593,1.55
June 30 2018,Monterey,CA,Passenger,0,2,2,201,203,0.99
August 31 2018,Shelby,TN,Passenger,0,1,1,109,110,0.91
February 28 2018,Ferry,WA,Passenger,2,3,5,4574,4579,0.11
October 31 2018,Kittitas,WA,Passenger,61,34,95,29980,30075,0.32
June 30 2018,Walla Walla,WA,Truck,0,0,0,13912,13912,0.00
October 31 2018,Saint Clair,IL,Passenger,0,1,1,162,163,0.61
October 31 2018,Klickitat,WA,Passenger,28,34,62,15745,15807,0.39
February 28 2018,Orleans,LA,Passenger,0,1,1,50,51,1.96
August 31 2018,Spokane,WA,Truck,1,0,1,96274,96275,0.00
October 31 2018,Santa Barbara,CA,Passenger,1,0,1,102,103,0.97
February 28 2018,Garfield,OK,Passenger,1,0,1,22,23,4.35
October 31 2018,Santa Clara,CA,Passenger,8,0,8,360,368,2.17
October 31 2018,Lincoln,WA,Truck,0,0,0,4758,4758,0.00
June 30 2018,Whatcom,WA,Truck,2,0,2,43495,43497,0.00
October 31 2018,Klickitat,WA,Truck,0,0,0,8428,8428,0.00
June 30 2018,Okaloosa,FL,Passenger,1,0,1,166,167,0.60
October 31 2018,Larimer,CO,Passenger,0,1,1,49,50,2.00
February 28 2018,Pima,AZ,Passenger,0,1,1,394,395,0.25
October 31 2018,Shasta,CA,Passenger,1,0,1,45,46,2.17
August 31 2018,Thurston,WA,Truck,0,0,0,55997,55997,0.00
February 28 2018,Polk,FL,Passenger,1,0,1,64,65,1.54
July 31 2018,NULL,NULL,Passenger,7,4,11,2241,2252,0.49
February 28 2018,Grant,WA,Truck,0,0,0,26790,26790,0.00
October 31 2018,Lewis,WA,Passenger,94,78,172,59319,59491,0.29
July 31 2018,NULL,WA,Passenger,0,0,0,1,1,0.00
June 30 2018,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
October 31 2018,Lincoln,WA,Passenger,4,7,11,7962,7973,0.14
February 28 2018,Prince William,VA,Passenger,0,4,4,264,268,1.49
February 28 2018,Grays Harbor,WA,Truck,0,0,0,20782,20782,0.00
July 31 2018,Adams,WA,Truck,0,0,0,5398,5398,0.00
June 30 2018,Pacific,WA,Truck,0,0,0,7815,7815,0.00
June 30 2018,Palm Beach,FL,Passenger,0,1,1,73,74,1.35
July 31 2018,Alexandria City,VA,Passenger,2,0,2,163,165,1.21
June 30 2018,Pinal,AZ,Passenger,2,0,2,176,178,1.12
October 31 2018,Volusia,FL,Passenger,0,1,1,32,33,3.03
October 31 2018,Mason,WA,Truck,0,0,0,20849,20849,0.00
October 31 2018,Pacific,WA,Truck,0,0,0,7834,7834,0.00
February 28 2018,Saint Clair,IL,Passenger,0,1,1,164,165,0.61
October 31 2018,Pend Oreille,WA,Truck,0,0,0,6017,6017,0.00
September 30 2018,Ada,ID,Passenger,0,2,2,298,300,0.67
October 31 2018,Pima,AZ,Passenger,0,1,1,378,379,0.26
October 31 2018,Polk,FL,Passenger,1,0,1,62,63,1.59
November 30 2018,NULL,WA,Passenger,0,0,0,2,2,0.00
October 31 2018,Oklahoma,OK,Passenger,0,1,1,114,115,0.87
October 31 2018,Orange,CA,Passenger,4,1,5,562,567,0.88
October 31 2018,Prince William,VA,Passenger,0,4,4,257,261,1.53
September 30 2018,Bexar,TX,Passenger,3,4,7,707,714,0.98
October 31 2018,Pend Oreille,WA,Passenger,7,5,12,9944,9956,0.12
October 31 2018,Russell,AL,Passenger,1,0,1,46,47,2.13
November 30 2018,Benton,WA,Passenger,226,234,460,135313,135773,0.34
February 28 2018,Tarrant,TX,Passenger,1,0,1,215,216,0.46
September 30 2018,Chelan,WA,Passenger,118,61,179,55057,55236,0.32
February 28 2018,Thurston,WA,Passenger,568,446,1014,194570,195584,0.52
October 31 2018,San Francisco,CA,Passenger,1,1,2,108,110,1.82
September 30 2018,Chelan,WA,Truck,0,0,0,22695,22695,0.00
June 30 2018,Skamania,WA,Passenger,13,9,22,8921,8943,0.25
July 31 2018,Columbia,GA,Passenger,1,1,2,164,166,1.20
October 31 2018,Riley,KS,Passenger,1,0,1,79,80,1.25
October 31 2018,Skamania,WA,Passenger,20,12,32,8981,9013,0.36
September 30 2018,Clay,FL,Passenger,0,1,1,89,90,1.11
October 31 2018,Skamania,WA,Truck,0,0,0,4169,4169,0.00
June 30 2018,Sumter,FL,Passenger,0,1,1,8,9,11.11
October 31 2018,Spokane,WA,Passenger,419,387,806,313073,313879,0.26
November 30 2018,Clark,WA,Passenger,1300,867,2167,316847,319014,0.68
February 28 2018,Walla Walla,WA,Truck,0,0,0,13833,13833,0.00
October 31 2018,Santa Rosa,FL,Passenger,1,0,1,81,82,1.22
September 30 2018,Columbia,WA,Passenger,2,2,4,2486,2490,0.16
June 30 2018,Travis,TX,Passenger,0,1,1,177,178,0.56
October 31 2018,Tarrant,TX,Passenger,1,0,1,189,190,0.53
June 30 2018,Wahkiakum,WA,Passenger,2,2,4,2967,2971,0.13
October 31 2018,Wahkiakum,WA,Truck,0,0,0,1752,1752,0.00
September 30 2018,Denver,CO,Passenger,1,0,1,129,130,0.77
September 30 2018,Deschutes,OR,Passenger,2,0,2,143,145,1.38
October 31 2018,Walla Walla,WA,Passenger,37,50,87,36710,36797,0.24
October 31 2018,Walla Walla,WA,Truck,0,0,0,13992,13992,0.00
March 31 2018,Adams,WA,Truck,0,0,0,5382,5382,0.00
February 28 2018,Manassas City,VA,Passenger,0,1,1,9,10,10.00
October 31 2018,Washtenaw,MI,Passenger,1,0,1,33,34,2.94
September 30 2018,Douglas,OR,Passenger,1,0,1,47,48,2.08
March 31 2018,Allegheny,PA,Passenger,1,0,1,70,71,1.41
June 30 2018,Whatcom,WA,Passenger,679,316,995,150285,151280,0.66
November 30 2018,Ferry,WA,Truck,0,0,0,3771,3771,0.00
September 30 2018,Douglas,WA,Truck,0,0,0,12371,12371,0.00
October 31 2018,Whatcom,WA,Passenger,748,357,1105,151377,152482,0.72
July 31 2018,El Paso,CO,Passenger,2,1,3,746,749,0.40
October 31 2018,Whatcom,WA,Truck,2,0,2,43745,43747,0.00
March 31 2018,Arlington,VA,Passenger,1,2,3,168,171,1.75
November 30 2018,Garfield,OK,Passenger,1,0,1,14,15,6.67
October 31 2018,Whitman,WA,Truck,0,0,0,8801,8801,0.00
September 30 2018,El Paso,TX,Passenger,1,0,1,514,515,0.19
November 30 2018,Hamilton,IN,Passenger,1,0,1,42,43,2.33
October 31 2018,Thurston,WA,Truck,0,0,0,56251,56251,0.00
November 30 2018,NULL,CA,Passenger,1,1,2,271,273,0.73
September 30 2018,Fulton,GA,Passenger,1,2,3,94,97,3.09
July 31 2018,Frederick,MD,Passenger,0,1,1,90,91,1.10
November 30 2018,Allegheny,PA,Passenger,1,0,1,77,78,1.28
February 28 2018,New Castle,DE,Passenger,1,0,1,26,27,3.70
July 31 2018,Brevard,FL,Passenger,0,1,1,83,84,1.19
July 31 2018,Garfield,OK,Passenger,1,0,1,17,18,5.56
February 28 2018,Okanogan,WA,Passenger,0,4,4,6404,6408,0.06
October 31 2018,Ventura,CA,Passenger,0,2,2,314,316,0.63
July 31 2018,Bryan,GA,Passenger,1,0,1,54,55,1.82
September 30 2018,Guadalupe,TX,Passenger,1,0,1,74,75,1.33
October 31 2018,Wahkiakum,WA,Passenger,2,2,4,3028,3032,0.13
February 28 2018,Orange,FL,Passenger,2,1,3,171,174,1.72
November 30 2018,Bryan,GA,Passenger,1,0,1,59,60,1.67
July 31 2018,Guilford,NC,Passenger,1,0,1,26,27,3.70
July 31 2018,Chelan,WA,Truck,0,0,0,22615,22615,0.00
September 30 2018,Island,WA,Truck,0,0,0,21663,21663,0.00
November 30 2018,Kent,MI,Passenger,0,1,1,21,22,4.55
September 30 2018,Jackson,OK,Passenger,1,0,1,42,43,2.33
